title,tags
Sadqay Tumhare,international tv shows  romantic tv shows  tv dramas ehtesham uddin mahira khan  samiya mumtaz  adnan malik  rehan sheikh  sanya shamshad  qavi khan pakistan an arranged engagement between a village girl and her city cousin shows signs of true love  but an indiscretion decades ago could doom their romance 
Saeed Mirza: The Leftist Sufi,documentaries  international movies kireet khurana  padmakumar narasimhamurthy saeed akhtar mirza india this documentary profiles the celebrated hindi film director known as much for his embrace of leftist politics and social concerns as lyrical cinema 
Safety Not Guaranteed,comedies  independent movies  romantic movies colin trevorrow aubrey plaza  mark duplass  jake johnson  mary lynn rajskub  jeff garlin  kristen bell  jenica bergere  karan soni united states a team of journalists are sent to find out who s behind a classified ad seeking a companion for time travel  then must decide how to approach him 
Saheb Bibi Golaam,dramas  international movies pratim d  gupta anjan dutt  swastika mukherjee  ritwick chakraborty  parno mittra  bikram chatterjee  sohag sen  sumanta mukherjee  arun mukhopadhyay india a charming cabbie  a cop turned assassin and a housewife who s also a hooker share one thing in common  a bizarre and violent afternoon in kolkata 
Sairat,dramas  international movies  romantic movies nagraj manjule rinku rajguru  akash thosar  arbaz shaikh  tanaji galgunde  suresh vishwakarma india when two college students   a rich man s daughter and a fisherman s son   defy social edicts by falling in love  violence erupts in their village 
Sakhi,dramas  international movies  music   musicals sanjay soorkar ashok saraf  sonali kulkarni  subodh bhave  usha nadkarni  raghavendra kadkol  pushkar shrotri  lokesh gupte  santosh juvekar  jyoti joshi  kishor mahabole india caught in a downward spiral of failed career moves  misguided ambitions and bad relations  a pair of lost souls find hope in an unexpected friendship 
Salem: His Sister's Father,dramas  international movies mohamed hamdy mohamed ragab  horeya farghaly  ayten amer  mohamed al shakankeery  reem al baroudi  badria tolba  hesham ismail  maher essam  hassan abdulfattah  aliaa al husseini egypt a street vendor s simple life is turned upside down after the egyptian revolution of 2011  forcing him to contend with criminals and cops alike 
Samantaral,dramas  international movies partha chakraborty riddhi sen  parambrata chatterjee  soumitra chatterjee  aparajita adhya  tanusree chakraborty  kushal chakraborty  anindya banerjee  surangana banerjee india on a family visit  a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years 
Samarppanam,dramas  international movies k  gopinathan virginia rodriguez  anil nedumangad  santhosh keezhattoor  indrans  p  balachandran  renji panicker  gopalan india when a young girl is killed in a suspicious train accident  three very different lives become intertwined in their quest for answers 
Sameer Abu Alneel,comedies  international movies amr arafa ahmed mekky  nicole saba  mohamed lotfy  hussien el imam  dina el sherbiny  said tarabeek  alaa morsy  edward fouad  abdalah mishrif  youssef eid egypt disliked for his stinginess  samir finds his life turned upside down when he receives a windfall and launches a television channel 
Samson,action   adventure  dramas  faith   spirituality bruce macdonald  gabriel sabloff taylor james  billy zane  lindsay wagner  caitlin leahy  rutger hauer  jackson rathbone  brandon auret  frances sholto douglas  greg kriek south africa  united states the biblical story of samson becomes this sword and sandals epic about an israelite warrior whose god given brawn is undone by a beautiful temptress 
Samudri Lootere,children   family movies anirban majumder sonal kaushal  rupa bhimani  julie tejwani  sabina malik  jigna bharadhwaj  rajesh kawa unknown country the king s ship has been taken over by seemingly fearless pirates  can bheem find the one thing that might scare them away 
San Pietro,classic movies  documentaries john huston unknown cast united states after the allies invade italy  the liri valley town of san pietro becomes an example of the brutal effects of combat  both for soldiers and civilians 
Sanai Choughade,comedies  dramas  international movies rajeev patil shreyas talpade  subodh bhave  sai tamhankar  santosh juvekar  tushar dalvi  bharti aacharekar india in an effort to honor the family matriarch s dying wish  urmila and her husband  shrikant  embark on a quest to find a husband for charismatic yet choosey sai  but some things are easier said than done 
Sangam,classic movies  dramas  international movies raj kapoor raj kapoor  vyjayanthimala  rajendra kumar  lalita pawar  achala sachdev  hari shivdasani  raj mehra  iftekhar india returning home from war after being assumed dead  a pilot weds the woman he has long loved  unaware that she had been planning to marry his best friend 
Santa Claws,children   family movies  comedies glenn miller nicola lambo  evan boymel  john p  fowler  erica duke  ezra james colbert united states when a gift sack full of kittens gives santa a bad allergic reaction  the kitties have to take over and deliver the presents on time 
Santa's Apprentice,children   family movies luc vinciguerra julie gayet  jean pierre marielle  lor nt deutsch  bruno salomone  pierre fran ois martin laval  didier brice  beno t allemane  nathan simony  daniela duspara  max cullen australia  france  ireland young orphan nicolas learns how to guide a sleigh  slide down chimneys and other duties he ll need when he becomes the next santa claus 
Sarah's Key,dramas  international movies gilles paquet brenner aidan quinn  kristin scott thomas  fr d ric pierrot  michel duchaussoy  dominique frot  niels arestrup  m lusine mayance  gis le casadesus  natasha mashkevich france paris  1942  to protect her brother from the police arresting jewish families  a young girl hides him away  promising to come back for him 
Sardaar ji,comedies  international movies  music   musicals rohit jugraj diljit dosanjh  neeru bajwa  mandy takhar  jaswinder bhalla  ali kazmi  anita kailey  daman singh  sanju salonki  amrit pal  jatinder lall  avy randhawa canada when a palatial wedding venue turns out to be haunted  one of the families hosting the wedding hires a fearless sikh to deal with the ghost 
Sardaarji 2,action   adventure  comedies  international movies rohit jugraj jaswinder bhalla  sonam bajwa  diljit dosanjh  monica gill australia  india a simple farmer s life becomes complicated after he resolves to save his village from an economic crisis by traveling to australia to earn money 
Sarivar Sari,dramas  international movies gajendra ahire madhura velankar  mohan joshi  nina kulkarni  manasi salvi  milind gunaji  shreyas talpade  bharat jadhav india raised in working class mumbai  manisha has an independent spirit that angers her father  who favors manisha s medical student sister  mini  things reach a breaking point when manisha s father beats her for accepting a modeling contract 
Sarvopari Palakkaran,dramas  international movies venugopan anoop menon  alencier ley lopez  balu varghese  aparna balamurali  anu sithara  gayathri arun  nandu  chali pala india in the course of a human trafficking investigation  a conservative cop crosses paths with an artist activist in a clash of worldviews 
Sat Sri Akal,dramas  faith   spirituality  international movies kamal sahani kimi verma  manpreet singh  arun bali  dolly minhas  avtar gill  manmeet singh  neelu kohli  vivek shaq  nirmal rishi  pooja tandon india based on true events  this moving story centers on a punjabi family whose celebration of their faith endures in the face of conflicting attitudes 
Satan & Adam,documentaries  music   musicals v  scott balcerek sterling magee  adam gussow united states an aging blues guitarist and a grad student form an unlikely duo while busking on the street corners of 1980s harlem 
Satrangi,docuseries  international tv shows unknown director deepali sahay unknown country young musicians from 13 states in india demonstrate their cultural heritage by performing regional folk music using traditional instruments 
Satrangi Re,dramas  international movies  music   musicals aditya sarpotdar amruta khanvilkar  vidyadhar joshi  subodh bhave india friends in their last year of college contemplate the future of their band as they juggle questions of love  work  family and identity 
Satte Pe Satta,comedies  cult movies  dramas raj n  sippy amitabh bachchan  hema malini  amjad khan  sachin  shakti kapoor  ranjeeta kaur  paintal  ranjeet india the eldest of seven brothers who run a family farm together marries a pretty nurse  inspiring his country bumpkin siblings to follow his example 
Saturday Church,dramas  lgbtq movies damon cardasis luka kain  regina taylor  margot bingham  marquis rodriguez  mj rodriguez  indya moore  alexia garcia  kate bornstein  peter kim  jaylin fletcher united states a teen struggling with gender identity and family tensions seeks hope and support in new york city s underground lgbtq ballroom community 
Savage Dog,action   adventure  independent movies jesse v  johnson scott adkins  juju chan  marko zaror  vladimir kulich  charles fathy  matthew marsden  keith david  luke massy united states a former professional boxer serving time in a brutal labor camp must fight incredible odds to gain his freedom and avenge an act of violence 
Savage Raghda,comedies  international movies  romantic movies mahmoud karim ramez galal  riham hagag  bayyumi fuad  entessar  ahmed fathy  mohammed tharwat egypt desperate to support his son  a single father uses his talent with makeup to dress up as a woman to try out for a part in a commercial 
Save Our Shelter,reality tv unknown director rocky kanaka  rob north united states pet rescue expert rocky kanaka and renovation specialist rob north travel across north america  transforming animal shelters to help homeless pets 
Saving Mr. Banks,comedies  dramas john lee hancock emma thompson  tom hanks  paul giamatti  jason schwartzman  colin farrell  bradley whitford  annie buckley  ruth wilson  b j  novak  rachel griffiths  kathy baker  melanie paxson  andy mcphee  jerry hauck  mia serafino  michelle arthur  demetrius grosse  steven cabral  david ross paterson  ronan vibert  luke baines  dendrie taylor  laura waddell  paul tassone united states  united kingdom  australia when walt disney sets his sights on obtaining the rights to the children s classic  mary poppins   the book s author proves a tough nut to crack 
Saving Zoë,dramas jeffrey g  hunt laura marano  vanessa marano  christopher tavarez  giorgia whigham  michael provost  nathaniel buzolic  ken jeong  annie jacob  evan castelloe  whitney goin  jason davis united states a reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister s murder 
Say When,comedies  dramas  independent movies lynn shelton keira knightley  chlo  grace moretz  sam rockwell  kaitlyn dever  jeff garlin  ellie kemper  mark webber  daniel zovatto  kevin seal  ernie joseph  louis hobson  dylan arnold  mari nelson  sean nelson  omar silva  aaron washington  sara coates  gretchen mol  basil harris united states desperately clinging to her youth  28 year old megan tells her boyfriend she s attending a career seminar but hangs out with a teenage friend instead 
Scales: Mermaids Are Real,children   family movies kevan peterson emmy perry  morgan fairchild  elisabeth r hm  nikki hahn  jack dylan grazer  stephen snedden  noree victoria  sterling sulieman united states a seemingly ordinary girl learns she will turn into a mermaid on her 12th birthday and be forced to leave her life on land behind 
Scandal,crime tv shows  tv dramas unknown director kerry washington  columbus short  darby stanchfield  katie lowes  guillermo d az  joshua malina  jeff perry  bellamy young  tony goldwyn  scott foley united states a powerful team of washington  d c  lawyers makes scandals disappear while handling government crises and coping with problems of their own 
Scandal in Sorrento,classic movies  comedies  independent movies dino risi vittorio de sica  sophia loren  lea padovani  antonio cifariello  tina pica  mario carotenuto  yoka berretty  virgilio riento  clara crispo  pasquale misiano italy  france when a marshal moves back to his hometown  he finds a woman renting his property who refuses to leave but soon captures his affection 
Scary Movie,comedies  horror movies keenen ivory wayans anna faris  jon abrahams  shannon elizabeth  shawn wayans  regina hall  marlon wayans  lochlyn munro  cheri oteri  carmen electra  dave sheridan  kurt fuller  rick ducommun  james van der beek  keenen ivory wayans  marissa jaret winokur  dan joffre united states the wayans brothers spoof some of hollywood s biggest blockbusters  including scream  i know what you did last summer  the matrix and american pie 
Scary Movie 5,comedies  horror movies malcolm d  lee simon rex  ashley tisdale  charlie sheen  lindsay lohan  gracie whitton  ava kolker  erica ash  lidia porto  katrina bowden  terry crews united states taking aim at not only the horror genre but also films like  black swan  and  inception    scary movie 5  widens the franchise s scope of mockery 
Schindler's List,classic movies  dramas steven spielberg liam neeson  ben kingsley  ralph fiennes  caroline goodall  jonathan sagall  embeth davidtz  ma gorzata gebel  shmulik levy  mark ivanir  beatrice macola  friedrich von thun  andrzej seweryn united states oskar schindler becomes an unlikely humanitarian  spending his entire fortune to help save 1 100 jews from auschwitz during world war ii 
School Daze,comedies  dramas spike lee laurence fishburne  giancarlo esposito  tisha campbell martin  kyme  joe seneca  ellen holly  art evans  ossie davis  bill nunn  james bond iii united states at a historically black college  a student activist and his cousin pledging a fraternity navigate social divides amid parties  protests and conflicts 
Scooby-Doo on Zombie Island,children   family movies hiroshi aoyama  kazumi fukushima  jim stenstrum scott innes  billy west  mary kay bergman  frank welker  b j  ward  adrienne barbeau  tara strong  cam clarke  mark hamill united states when daphne s tv show does a segment on real monsters  the gang fires up the mystery machine and heads to moonscar island  where zombies await 
Scott Pilgrim vs. the World,action   adventure  comedies  cult movies edgar wright michael cera  mary elizabeth winstead  kieran culkin  chris evans  anna kendrick  brie larson  alison pill  aubrey plaza  brandon routh  jason schwartzman  mark webber  mae whitman  johnny simmons  ellen wong united states  united kingdom  canada  japan dreamy delivery girl ramona captures scott pilgrim s heart  but he must vanquish all seven of her evil exes in martial arts battles to win her love 
Scream 2,horror movies wes craven neve campbell  david arquette  courteney cox  sarah michelle gellar  jamie kennedy  laurie metcalf  elise neal  jerry o connell  timothy olyphant  jada pinkett smith  liev schreiber  lewis arquette  duane martin  rebecca gayheart  portia de rossi  omar epps  tori spelling  heather graham  joshua jackson  luke wilson united states gale has written a best seller which has been turned into a film  as the movie premiere looms closer  the mysterious deaths begin again 
Scream 3,horror movies wes craven david arquette  neve campbell  courteney cox  patrick dempsey  scott foley  lance henriksen  matt keeslar  jenny mccarthy  emily mortimer  parker posey  deon richmond  kelly rutherford  liev schreiber  patrick warburton  jamie kennedy united states this installment of the tongue in cheek horror franchise finds sidney prescott once again battling a crazed killer   this time  on a movie set 
Seal Team Six: The Raid on Osama Bin Laden,action   adventure john stockwell cam gigandet  anson mount  freddy rodr guez  xzibit  kathleen robertson  robert knepper  eddie kaye thomas  kenneth miller  william fichtner  jenny gabrielle  mo gallini united states in this dramatic recreation  u s  navy seal team 6 trains for a critical mission  then executes a tough nighttime raid on osama bin laden s compound 
Searching for Bobby Fischer,children   family movies  classic movies  dramas steven zaillian max pomeranc  joe mantegna  joan allen  ben kingsley  laurence fishburne  william h  macy  laura linney  david paymer  michael nirenberg  robert stephens united states when a father learns that his 7 year old son is a whiz at speed chess  he hires an implacable chess master to coach the boy for competitions 
Searching for Sugar Man,documentaries  international movies  music   musicals malik bendjelloul rodriguez sweden  united kingdom  finland decades after detroit singer songwriter rodriguez disappeared following the commercial failure of his albums  two fans try to track down their idol 
Season of the Witch,action   adventure  sci fi   fantasy dominic sena nicolas cage  ron perlman  christopher lee  stephen campbell moore  stephen graham  ulrich thomsen  claire foy  robert sheehan  kevin rees  andrew hefler united states a group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating black plague 
Secret,dramas  international movies  music   musicals jay chou jay chou  lun mei kwai  anthony wong chau sang  kai xuan tseng  devon song  jun lang huang  zhan yuhao hong kong  taiwan enchanted by a pretty pianist and the haunting melody she plays  a musical prodigy falls in love  but a secret soon threatens to derail their romance 
Secret Affair,international tv shows  korean tv shows  romantic tv shows unknown director hee ae kim  ah in yoo  hye jin shim  hyuk kwon park  hye eun kim  soo jin kyung  yong gun kim  chang wan kim  tae hwan choi  kan hie lee south korea a married middle aged woman is swept off her feet  both romantically and artistically  by a gifted young pianist 
Secret in Their Eyes,dramas  thrillers billy ray chiwetel ejiofor  nicole kidman  julia roberts  dean norris  michael kelly  joe cole  zoe graham  alfred molina united states  united kingdom  spain  south korea a former fbi investigator reopens the haunting 13 year old murder case of his colleague  only to uncover shocking truths hidden since then 
Secrets of Althorp - The Spencers,documentaries  international movies kasia uscinska samuel west united states princess diana s brother  charles  the ninth earl spencer  leads a tour of althorp house  the manor the spencer family has called home for 500 years 
Secrets of Chatsworth,documentaries  international movies susannah ward samuel west united states tales of tragedy and scandal unfold through the history of chatsworth  a grand estate that has been home to some of england s most noted aristocrats 
Secrets of Henry VIII's Palace: Hampton Court,documentaries  international movies sam taplin samuel west united states the history of this grand 500 year old palace is inextricably tied to the lavish lifestyle of king henry viii and the doomed fates of his six wives 
Secrets of Her Majesty's Secret Service,documentaries  international movies kasia uscinska samuel west united kingdom this documentary spotlights more than 100 years of operatives and operations in the u k  s secret service  the world s oldest intelligence agency 
Secrets of Highclere Castle,documentaries  international movies vicky matthews samuel west united states known as the setting of  downton abbey   highclere castle truly was the home of aristocrats and an army of servants  with a rich past to share 
Secrets of Scotland Yard,documentaries susannah ward samuel west united kingdom revisit famous cases and explore the history of scotland yard  one of the world s oldest detective forces and a name synonymous with crime solving 
Secrets of Selfridges,documentaries sam taplin samuel west united states american harry gordon selfridge introduced londoners to a new retail model that made shopping less of a practical pursuit and more of an adventure 
Secrets of the Tower of London,documentaries vicky matthews samuel west united kingdom explore the storied history of the iconic tower of london as it evolved from a royal castle into a dungeon prison and  finally  an armory and mint 
Secrets of Underground London,documentaries  international movies vicky matthews  gareth sacala samuel west united kingdom experts examine the ruins and relics hidden beneath london s surface  unearthing a roman amphitheater  plague pits  air raid shelters and more 
Secrets of Westminster,documentaries  international movies louise wardle samuel west united states  united kingdom take an insider s tour of parliament  big ben and westminster abbey to discover the little known history and pageantry of these famous buildings 
Sen Kimsin?,comedies  international movies ozan a  ktan tolga  evik  k ksal eng r  pelin k rm k    toprak sergen  zeynep  zder turkey desperate for cash  klutzy private investigator tekin searches for a wealthy woman s missing girl but faces one surprise and mishap after another 
Senna,documentaries  international movies  sports movies asif kapadia ayrton senna  alain prost  frank williams united kingdom  france  united states this fast paced documentary profiles ayrton senna  one of the greatest drivers in the history of formula one racing  and a hero in his native brazil 
Sensitive Skin,tv comedies unknown director kim cattrall  don mckellar  nicolas wright  joanna gleason  colm feore  cl  bennett  bob martin  elliott gould canada davina and al try to revamp their lives as they struggle with the uncertainties of middle age in this darkly comic adaptation of the british hit 
"Septiembre, un llanto en silencio",dramas  independent movies  international movies kenneth m ller sa l lisazo  mario zaragoza  juan pablo olyslager  costanza andrade guatemala after a terrorist attack in guatemala  a baby is rendered deaf and motherless and her father is left to raise her alone 
Servant of the People,international tv shows  tv comedies unknown director vladimir zelenskiy  natalya sumskaya  viktor saraykin  stanislav boklan  ekaterina kisten  anna koshmal  yelena kravets  aleksandr pikalov  evgeniy koshevoy  yuri krapov ukraine after a ukrainian high school teacher s tirade against government corruption goes viral on social media  he finds himself the country s new president 
Set Up,action   adventure mike gunther 50 cent  ryan phillippe  bruce willis  rory markham  jenna dewan  brett granstaff  randy couture  susie abromeit  ron turner  james remar united states a diamond heist goes horribly wrong  and the group of friends who sought to make a fortune must instead fight for their very survival 
Sex and the City 2,comedies  dramas  romantic movies michael patrick king sarah jessica parker  kim cattrall  cynthia nixon  kristin davis  chris noth  john corbett  david eigenberg  evan handler  jason lewis  willie garson  mario cantone united states best friends carrie  miranda  samantha and charlotte take a break from their busy new york lives for an all expenses paid luxury vacation to abu dhabi 
Sex and the City: The Movie,comedies  dramas  romantic movies michael patrick king sarah jessica parker  kim cattrall  kristin davis  cynthia nixon  chris noth  candice bergen  jennifer hudson  david eigenberg  evan handler  jason lewis  mario cantone  lynn cohen united states when carrie s big step forward in her relationship goes awry  best friends charlotte  miranda and samantha are there to help her pick up the pieces 
Sex Doll,dramas  international movies  romantic movies sylvie verheyde hafsia herzi  ash stymest  karole rocher  paul hamy  ira max  lindsay karamoh  myriam djeljeli united kingdom  france a high end call girl falls for a handsome man she meets at a nightclub  but he harbors a secret that throws a wrench in their relationship 
"Sexo, Pudor y Lagrimas",comedies  dramas  international movies antonio serrano demi n bichir  susana zabaleta  jorge salinas  cecilia su rez  victor huggo martin  m nica dionne  ang lica arag n  laura almela mexico passions flare and alliances form when neighbors ana and miguel each start an affair with former lovers  right under their spouses  noses 
SGT. Will Gardner,dramas max martini max martini  omari hardwick  lily rabe  elisabeth r hm  robert patrick  dermot mulroney  gary sinise  jobeth williams  luis bordonada  leo martini united states a homeless vet who has ptsd steals a motorcycle and hits the road  trying to sort out what life means now that war is in the rear view mirror 
Shadow of Truth,crime tv shows  docuseries  international tv shows unknown director unknown cast israel this documentary series explores the explosive 2006 murder case of a 13 year old israeli girl and the subsequent conviction of a ukrainian immigrant 
Shahanpan Dega Deva,comedies  international movies sudesh manjrekar bharat jadhav  ankush chaudhari  siddarth jadhav  santosh juvekar  vaibhav mangale  kranti redkar  manava naik india at large in the city  five inmates of a mental asylum run up against the insanity of the outside world while trying to prevent a terrorist plot 
Shaka Zulu,tv dramas unknown director edward fox  robert powell  trevor howard  fiona fullerton  christopher lee  henry cele  dudu mkhize  roy dotrice  gordon jackson  kenneth griffith  conrad magwaza  patrick ndlovu  roland mqwebu  gugu nxumalo  tu nokwe italy  south africa  west germany  australia  united states this miniseries recounts the early 19th century conflict between the expanding british empire in africa and shaka  the leader of the vast zulu nation 
Shakti: The Power,dramas  international movies  thrillers krishna vamshi karisma kapoor  nana patekar  sanjay kapoor  shah rukh khan  deepti naval  vijay raaz  tiku talsania  jaspal bhatti  divya dutta  prakash raj india a young mother must break free of the clutches of her husband s feudal family and bring herself and her young child to safety 
Shanghai,dramas  independent movies  international movies dibakar banerjee emraan hashmi  abhay deol  prasenjit chatterjee  kalki koechlin  supriya pathak  tillotama shome  anant jog  pitobash  farooq shaikh  arvind goswami india three disparate characters uncover government corruption as a small indian town receives an influx of foreign money to turn it into the next shanghai 
Shararat,comedies  international movies  music   musicals gurudev bhalla abhishek bachchan  hrishitaa bhatt  amrish puri  mohnish bahl  helen  om puri  ashish vidyarthi  a k  hangal  tinnu anand  daisy irani  dara singh  viju khote  shubha khote india unable to bribe his way out of a reckless driving charge  an arrogant rich kid is sentenced to community service at a home for senior citizens 
Shark Busters,dramas  international movies herman yau danny lee  hui siu hung  lam suet  alfred cheung  brian ireland  ken lo  lai suk yin  yeung tin king  fung hak on  jamie luk hong kong hit by a media storm over his own mounting debts  a police officer leads an investigation against the loan sharks behind a sinister credit scheme 
Shark Night,horror movies david r  ellis sara paxton  dustin milligan  chris carmack  katharine mcphee  donal logue  joshua leonard  sinqua walls  chris zylka  alyssa diaz  joel david moore united states a weekend of beach house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks 
Shaurya: It Takes Courage to Make Right... Right,dramas  international movies samar khan rahul bose  javed jaffrey  minissha lamba  seema biswas  deepak dobriyal  kay kay menon  amrita rao  rosa catalano  subrat dutta  priyesh kaushik india courtroom intrigue plays out against a backdrop of military secrets in this bollywood drama with a plot that s reminiscent of a few good men 
She Did That,documentaries unknown director luvvie ajayi  renae bluitt  melissa butler  lisa price  tonya rapley united states go inside the lives of extraordinary  black female entrepreneurs as they discuss building legacies and pioneering a new future for the next generation 
Shelter,horror movies  thrillers m ns m rlind  bj rn stein julianne moore  jonathan rhys meyers  jeffrey demunn  frances conroy  nate corddry  brooklynn proulx  brian anthony wilson  joyce feurring  steven rishard  charles techman united states a forensic psychiatrist has to think outside the box when she takes on a patient whose multiple personalities lead to a trail of murder victims 
Sherlock,british tv shows  crime tv shows  international tv shows unknown director benedict cumberbatch  martin freeman  una stubbs  rupert graves  mark gatiss  andrew scott united kingdom  united states in this updated take on sir arthur conan doyle s beloved mystery tales  the eccentric sleuth prowls the streets of modern london in search of clues 
Sherlock Holmes,action   adventure  comedies guy ritchie robert downey jr   jude law  rachel mcadams  mark strong  eddie marsan  robert maillet  geraldine james  kelly reilly  william houston  james fox  hans matheson united states  germany  united kingdom  australia the game is afoot for an eccentric detective who must use his brains and brawn to track down a nefarious nemesis with the help of his partner 
Shiva,action   adventure  dramas  international movies ram gopal varma nagarjuna akkineni  amala  rajendranath zutshi  raghuvaran  paresh rawal  brij gopal  j d  chakravarthi  tanikella bharani india a young man enrolls at a college and becomes a rival to the student union president  who s using force and intimidation to advance his criminal agenda 
Shopkins: Chef Club,movies raymond mcgrath erika harlacher  marieve herington  david lodge  cassandra morris  kate murphy  abby trott united states in this first full shopkins movie  peppa mint is the new shoppie in town who stirs things up by hosting a team cooking competition 
Shopkins: Wild,movies adele k  thomas  richard bailey kate murphy  cassandra morris  kayli mills  abby trott  brianna plantano  laura stahl  philece sampler australia beloved movie star scarletta gateau visits shopville and recruits the shopkins for a quest through the jungle to the mysterious world of pawville 
Shopkins: World Vacation,movies richard bailey kate murphy  cassandra morris  erika harlacher  abby trott  brianna plantano  reba buhr  doug erholtz  cherami leigh  brianna knickerbocker australia the shopkins and shoppies jet around the world in search of missing friend kooky cookie  a stolen diamond and more vloggable adventure 
Shorgul,dramas  international movies jitendra tiwari  pranav singh ashutosh rana  jimmy shergill  suha gezen  sanjay suri  narendra jha  hiten tejwani  eijaz khan  aniruddha dave india a hindu boy s feelings for a muslim girl expose the tensions between their two communities and open the door to chaos and violence 
Short Term 12,dramas  independent movies destin daniel cretton brie larson  john gallagher jr   kaitlyn dever  rami malek  lakeith stanfield  kevin hernandez  melora walters  stephanie beatriz  lydia du veaux  alex calloway  frantz turner united states a new charge at a foster care facility dredges up the memories of a young supervisor s own troubled past  and her tough exterior begins eroding 
Shorts,children   family movies  comedies robert rodriguez jimmy bennett  jake short  kat dennings  trevor gagnon  devon gearhart  jolie vanier  rebel rodriguez  leo howard  leslie mann  jon cryer  william h  macy  james spader united states  united arab emirates chaos erupts when locals learn that an 11 year old boy has discovered a mysterious rock that grants the wishes of whoever possesses it 
SHOT! The Psycho-Spiritual Mantra of Rock,documentaries  music   musicals barney clay mick rock united kingdom  united states aptly named iconic rock photographer mick rock reconstructs his journey through the thrilling and murky universe of rock  n  roll history 
Shuddhi,dramas  international movies  thrillers adarsh eshwarappa lauren spartano  niveditha  amrutha karagada  shashank purushotham  sidhartha maadhyamika  ajay raj  sanchari vijay  veena sundar india  united states an american woman on a revenge mission travels to india and befriends two journalists seeking justice for violent crimes against women 
Shutter,horror movies  international movies banjong pisanthanakun  parkpoom wongpoom ananda everingham  natthaweeranuch thongmee  achita sikamana  unnop chanpaibool  titikarn tongprasearth  sivagorn muttamara  chachchaya chalemphol  kachormsak naruepatr thailand after killing a young girl in a hit and run accident  a couple is haunted by more than just the memory of their deadly choice 
Sicilian Ghost Story,dramas  international movies  thrillers fabio grassadonia  antonio piazza julia jedlikowska  gaetano fernandez  corinne musallari  lorenzo curcio  andrea falzone  federico finocchiaro  vincenzo amato  sabine timoteo italy  france  switzerland when officials are slow to investigate a mysterious disappearance  a teen girl searches the dark woods on the outskirts of town for the boy she loves 
Sid the Science Kid,kids  tv unknown director drew massey  julianne buescher  victor yerrid  alice dinnean  donna kimball  john munro cameron  kristin charney united states armed with a healthy sense of humor and the help of his teacher  friends and family  curious kid sid tackles questions youngsters have about science 
Siddhant,dramas  independent movies  international movies vivek wagh vikram gokhale  swati chitnis  kishore kadam  ganesh yadav  sarang sathaye  archit deodhar  madhavi soman  neha mahajan india a principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success 
Silencer,action   adventure  independent movies timothy woodward jr  johnny messner  danny trejo  tito ortiz  chuck liddell  robert lasardo  nikki leigh  kai scarlett williams  marlene marquez united states when a drug lord kidnaps his girlfriend s daughter  a retired assassin leaves his newly peaceful life to go on a ruthless rampage to rescue the child 
Silent Hill: Revelation,horror movies m j  bassett deborah kara unger  adelaide clemens  sean bean  malcolm mcdowell  carrie anne moss  radha mitchell  martin donovan  kit harington canada  france  united states haunted by nightmares and her father s disappearance  heather goes on the hunt for him   and discovers a disturbing truth about her own identity 
Silicon Cowboys,documentaries jason cohen unknown cast united states this documentary tells the story of compaq computer and its three founders  who in 1982  took on goliath ibm at the height of its pc dominance 
Silver Spoon,crime tv shows  international tv shows  tv action   adventure unknown director pavel priluchnyy  karina razumovskaya  dmitry shevchenko  denis shvedov  alexander oblasov  igor zhizhikin  bogdan stypka  alexander dyachenko russia forced to become an apprentice cop  cocky playboy igor finds he s got a knack for police work  but his job soon takes him down a dark personal path 
Sin senos no hay paraíso,international tv shows  spanish language tv shows  tv dramas unknown director carmen villalobos  catherine siachoque  mar a fernanda y pez  ramiro meneses  juan diego s nchez  ayl n mujica  fabi n r os  roberto mateos colombia  mexico  united states inspired by a true story  this tv drama shadows a young colombian woman who goes to shocking lengths to escape a life of poverty 
Sin Senos sí Hay Paraíso,international tv shows  spanish language tv shows  tv dramas unknown director majida issa  fabi n r os  catherine siachoque  carolina gait n  juan pablo urrego  francisco bol var  johanna fadul  jennifer arenas  luigi aycardi  juan pablo llano  c sar mora  juli n beltr n  stefan a g mez  diana acevedo  joselyn gallardo  jairo ordo ez  oscar salazar  gregorio pern a  carolina sep lveda united states  colombia born into a small town controlled by the mafia  an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family 
Singh Saab the Great,action   adventure  dramas  international movies anil sharma sunny deol  urvashi rautela  prakash raj  amrita rao  anjali abrol  johnny lever  sanjay mishra  yashpal sharma  manoj pahwa  raj premi india as the result of a tv journalist s curiosity  the amazing saga of an honorable government tax collector s past comes to light 
Single,comedies  international movies  romantic movies raditya dika raditya dika  annisa rawles  chandra liow  pandji pragiwaksono  babe cabita  elvira devinamira  tinna harahap  pevita pearce  rinna hassim  dede yusuf  dewi hughes indonesia unemployed and immature  a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger  more successful brother 
